airport_qid,airport,country_qid,country,administrative_entity_qid,administrative_entity,latitude,longitude,iata_code,icao_code,hub_qid,hub,hub_latitude,hub_longitude,replaced_by_qid,replaced_by_icao_code
Q1433892,Tamana Airport,Q710,Kiribati,NA,NA,-2.48624444,175.97021944,TMN,NGTM,Q944319,"Tamana, Kiribati",-2.5,175.98333333333,NA,
Q1433763,Nonouti Airport,Q710,Kiribati,NA,NA,-0.63966667,174.42808611,NON,NGTO,NA,NA,NA,NA,NA,
Q751889,Arorae Island Airport,Q710,Kiribati,Q271876,Gilbert Islands,-2.6162611111111,176.8021,AIS,NGTR,Q698352,Arorae,-2.6397222222222,176.82583333333,NA,
Q1433883,Tabiteuea Süd Airport,Q710,Kiribati,NA,NA,-1.47438611,175.06514722,TSU,NGTS,NA,NA,NA,NA,NA,
Q1134254,Butaritari Atoll Airport,Q710,Kiribati,Q867325,Butaritari,3.0865222222222,172.81146388889,BBG,NGTU,NA,NA,NA,NA,NA,
Q1433483,Aranuka Airport,Q710,Kiribati,Q997365,Buariki,0.18527777777778,173.63638888889,AAK,NGUK,Q626095,Aranuka,0.19191666666667,173.63376666667,NA,
Q97702464,Nan Hai Vi Mobile Drilling Rig Airport,Q408,Australia,Q3235,Northern Territory,NA,NA,NA,NHV,NA,NA,NA,NA,NA,
Q1150665,Niue International Airport,Q34020,Niue,Q34020,Niue,-19.08,-169.92555555556,IUE,NIUE,Q30966,Alofi,-19.056,-169.921,NA,
Q182132,Pointe Vele Airport,Q142,France,Q35555,Wallis and Futuna,-14.311388888889,-178.06611111111,FUT,NLWF,Q7918875,"Vele, Wallis and Futuna",-14.3111,-178.066,NA,
Q182259,Hihifo Airport,Q142,France,NA,NA,-13.238280555556,-176.19922777778,WLS,NLWW,Q3843724,Mala'e,-13.31833333,-176.23166667,NA,
Q2903403,Ofu Airport,Q30,United States of America,Q1247537,Manu'a District,-14.184444444444,-169.67,OFU,NSAS,Q1631727,Ofu-Olosega,-14.166666666667,-169.61666666667,NA,
Q2903150,Asau Airport,Q683,Samoa,Q1193139,Vaisigano,-13.505,-172.62777777778,AAU,NSAU,Q4803660,"Asau, Samoa",-13.51938889,-172.63722222,NA,
Q197933,Faleolo International Airport,Q683,Samoa,Q1154121,A'ana,-13.829722222222,-172.00833333333,APW,NSFA,Q36260,Apia,-13.833333333333,-171.83333333333,NA,
Q5429369,Fagali'i Airport,Q683,Samoa,Q1144482,Tuamasaga,-13.848333330000001,-171.74166667,FGI,NSFI,Q36260,Apia,-13.833333333333,-171.83333333333,NA,
Q3495884,Fitiuta Airport,Q30,United States of America,Q1247537,Manu'a District,-14.216111111111,-169.42361111111,FTI,NSFQ,Q5455450,"Fitiuta, American Samoa",-14.22222222,-169.42361111,NA,
Q1030546,Maota Airport,Q683,Samoa,NA,NA,-13.742222222222,-172.25833333333,MXS,NSMA,Q2214151,Salelologa,-13.73805108675,-172.22030639648,NA,
Q97701099,Ensco 67 Mobile Drilling Rig Airport,Q408,Australia,Q3206,Western Australia,NA,NA,NA,NSO,NA,NA,NA,NA,NA,
Q939904,Pago Pago International Airport,Q30,United States of America,Q51678,Pago Pago,-14.331666666667,-170.71138888889,PPG,NSTU,Q51678,Pago Pago,-14.2794444444444,-170.700555555556,NA,
Q7334396,Rimatara Airport,Q142,France,Q30971,French Polynesia,-22.6387,-152.8054,RMT,NTAM,Q1539984,Rimatara,-22.65,-152.8,NA,
Q3501121,Rurutu Airport,Q142,France,Q30971,French Polynesia,-22.4335,-151.3678,RUR,NTAR,Q224943,Rurutu,-22.45,-151.33333333333,NA,
Q4264448,Tubuai – Mataura Airport,Q142,France,NA,NA,-23.371,-149.529,TUB,NTAT,Q514626,Tubuai,-23.37,-149.48,NA,
Q1432546,Raivavae Airport,Q142,France,NA,NA,-23.88524167,-147.66193333,RVV,NTAV,Q1309731,Raivavae,-23.866666666667,-147.66666666667,NA,
Q1430785,Anaa Airport,Q142,France,Q30971,French Polynesia,-17.348888888889,-145.51222222222,AAA,NTGA,Q483126,Anaa,-17.3833,-145.5,NA,
Q14955954,Fangatau Airport,Q142,France,Q3773321,Iles Tuamotu-Gambier,-15.8197,-140.887,FGU,NTGB,Q1255016,Fangatau,-15.816666666667,-140.86666666667,NA,
Q4272426,Tikehau Airport,Q142,France,Q30971,French Polynesia,-15.119722222222,-148.23361111111,TIH,NTGC,Q669590,Tikehau,-14.983333333333,-148.15,NA,
Q4779218,Apataki Airport,Q142,France,Q30971,French Polynesia,-15.5726,-146.414,APK,NTGD,Q617923,Apataki,-15.45,-146.31666666667,NA,
Q18393707,Reao Airport,Q142,France,Q1859984,Reao,-18.4659,-136.44,REA,NTGE,Q1859984,Reao,-18.516666666667,-136.36666666667,NA,
Q3545228,Fakarava Airport,Q142,France,Q30971,French Polynesia,-16.054166666667,-145.65694444444,FAV,NTGF,Q1346999,Fakarava,-16.310316666667,-145.62455833333,NA,
Q88307709,NENGONENGO,Q142,France,Q1584100,Hao,-18.7505,-141.7592,NA,NTGG,NA,NA,NA,NA,NA,
Q14955955,Hikueru Airport,Q142,France,Q3773321,Iles Tuamotu-Gambier,-17.5478,-142.613,HHZ,NTGH,Q1469615,Hikueru,-17.583333333333,-142.65,NA,
Q3267068,Manihi Airport,Q142,France,Q30971,French Polynesia,-14.4375,-146.07083333333,XMH,NTGI,Q1753453,Manihi,-14.45,-146.06666666667,NA,
Q2395300,Totegegie Airport,Q142,France,Q30971,French Polynesia,-23.083333333333,-134.88333333333,GMR,NTGJ,Q504043,Gambier Islands,-23.14,-134.94,NA,
Q284240,Kaukura Airport,Q142,France,Q30971,French Polynesia,-15.6677,-146.8857,KKR,NTGK,Q1606236,Kaukura,-15.75,-146.68333333333,NA,
Q4263787,Makemo Airport,Q142,France,Q30971,French Polynesia,-16.588,-143.6546,MKP,NTGM,NA,NA,NA,NA,NA,
Q6965157,Napuka Airport,Q142,France,Q30971,French Polynesia,-14.176666666667,-141.26694444444001,"NAU",NTGN,Q1811479,Napuka,-14.171388888889,-141.23222222222,NA,
Q14955957,Tatakoto Airport,Q142,France,Q3773321,Iles Tuamotu-Gambier,-17.355277777778,-138.445,TKV,NTGO,Q953358,Tatakoto,-17.333333333333,-138.4,NA,
Q2477949,Puka-Puka Airport,Q142,France,Q30971,French Polynesia,-14.8093,-138.8109,PKP,NTGP,Q1471237,Puka-Puka,-14.82,-138.82,NA,
Q15269118,Pukarua Airport,Q142,France,Q628625,Pukarua,-18.29555556,-137.01694444,PUK,NTGQ,Q628625,Pukarua,-18.316666666667,-137.01666666667,NA,
Q22247958,ARATIKA PERLES,Q142,France,NA,NA,-15.633332,-145.499999,NA,NTGR,NA,NA,NA,NA,NA,
Q88308030,MARUTEA SUD,Q142,France,Q616662,Mangareva,-21.47991,-135.63452,NA,NTGS,NA,NA,NA,NA,NA,
Q4264128,Takapoto Airport,Q142,France,Q30971,French Polynesia,-14.71,-145.24638888889,TKP,NTGT,Q1814463,Takapoto,-14.616666666667,-145.2,NA,
Q4263739,Arutua Airport,Q142,France,Q30971,French Polynesia,-15.246388888889,-146.62027777778,AXR,NTGU,NA,NA,NA,NA,NA,
Q4264101,Mataiva Airport,Q142,France,Q30971,French Polynesia,-14.87,-148.7112,MVT,NTGV,Q1423724,Mataiva,-14.883333333333,-148.71666666667,NA,
Q15262963,Nukutavake Airport,Q142,France,Q968883,Nukutavake,-19.285,-138.77194444,NUK,NTGW,Q968883,Nukutavake,-19.266666666667,-138.76666666667,NA,
Q19420825,Tureia Airport,Q142,France,Q1527645,Tureia,-20.780833333333,-138.56694444444,ZTA,NTGY,Q2031580,Tureia,-20.833333333333,-138.55,NA,
Q1977535,Ahe Airport,Q142,France,Q30971,French Polynesia,-14.428055555556,-146.25694444444,AHE,NTHE,Q400184,Ahe,-14.483333333333,-146.31666666667,NA,
Q22247916,Kauehi aerodrome,Q142,France,NA,NA,-15.7808,-145.12399,KHZ,NTKA,Q1736995,Kauehi,-15.833333333333,-145.11666666667,NA,
Q19420820,Faaite Airport,Q142,France,Q183963,Tuamotus,-16.6867,-145.32899,FAC,NTKF,Q989899,Faaite,-16.716666666667,-145.31666666667,NA,
Q22247912,Fakahina Airport,Q142,France,NA,NA,-15.9921999,-140.1649933,FHZ,NTKH,Q969412,Fakahina,-15.983333333333,-140.13333333333,NA,
Q22247911,Aratika Airport,Q142,France,NA,NA,-15.485571,-145.464855,RKA,NTKK,Q626477,Aratika,-15.5,-145.5,NA,
Q22247918,Takume airport,Q142,France,NA,NA,-15.8555556,-142.2677778,TJN,NTKM,Q1256953,Takume,-15.8,-142.2,NA,
Q19818245,Niau Airport,Q142,France,Q3773321,Iles Tuamotu-Gambier,-16.11906,-146.36802,NIU,NTKN,Q1984650,Niau,-16.183333333333,-146.36666666667,NA,
Q7294610,Raroia Airport,Q142,France,Q30971,French Polynesia,-16.045,-142.47694444444,RRR,NTKO,Q666634,Raroia,-16.016666666667,-142.43333333333,NA,
Q7677281,Takaroa Airport,Q142,France,Q30971,French Polynesia,-14.4577,-145.0266,TKX,NTKR,Q1670474,Takaroa,-14.45,-144.98333333333,NA,
Q22247913,Katiu airport,Q142,France,Q3773321,Iles Tuamotu-Gambier,-16.339443,-144.40306,KXU,NTKT,Q22665738,NA,NA,NA,NA,
Q88310821,NUKUTEPIPI,Q142,France,Q1814571,Nukutepipi,-20.7036,-143.0437,NA,NTKU,NA,NA,NA,NA,NA,
Q4264144,Nuku Hiva Airport,Q142,France,Q932909,Nuku-Hiva,-8.7951,-140.2223,NHV,NTMD,Q3109320,Taiohae,-8.9097222222222,-140.10138888889,NA,
Q2901339,Atuona Airport,Q142,France,Q745311,Hiva-Oa,-9.7686111111111,-139.01305555556,AUQ,NTMN,Q2178729,Atuona,-9.803,-139.0396,NA,
Q4263773,Ua Pou Airport,Q142,France,Q1575514,Ua-Pou,-9.3522,-140.0778,UAP,NTMP,Q3125819,Hakahau,-9.36111,-140.049,NA,
Q4264098,Ua Huka Airport,Q142,France,Q1575523,Ua-Huka,-8.9352,-139.5551,UAH,NTMU,Q3126734,Hane,-8.92305556,-139.535,NA,
Q97702624,Noble Tom Prosser Airport,Q408,Australia,Q3206,Western Australia,NA,NA,NA,NTP,NA,NA,NA,NA,NA,
Q550989,Bora Bora Airport,Q142,France,NA,NA,-16.443611111111,-151.7525,BOB,NTTB,Q183113,Bora Bora,-16.4944444444444,-151.736388888889,NA,
Q22249350,Tetiaroa Airport,Q142,France,Q716412,Arue,-17.015474,-149.588768,TTI,NTTE,NA,NA,NA,NA,NA,
Q963568,Rangiroa Airport,Q142,France,Q30971,French Polynesia,-14.9564,-147.6591,RGI,NTTG,Q757399,Rangiroa,-15.116666666667,-147.63333333333,NA,
Q1431508,Huahine – Fare Airport,Q142,France,Q30971,French Polynesia,-16.687222222222,-151.02166666667,HUH,NTTH,Q968977,Huahine,-16.755833333333,-150.98361111111,NA,
Q120326,Moorea Airport,Q142,France,Q613162,Moorea-Maiao,-17.489444444444,-149.76222222222,MOZ,NTTM,Q673400,Moorea,-17.516666666667,-149.81666666667,NA,
Q652443,Maupiti Airport,Q142,France,Q30971,French Polynesia,-16.426388888889,-152.24333333333,MAU,NTTP,Q836283,Maupiti,-16.416666666667,-152.25,NA,
Q1432553,Raiatea Airport,Q142,France,Q30971,French Polynesia,-16.723,-151.466,RFP,NTTR,Q847008,Raiatea,-16.733333333333,-151.45,NA,
Q16897548,Vahitahi Airport,Q142,France,Q3773321,Iles Tuamotu-Gambier,-18.78,-138.853,VHZ,NTUV,Q1811472,Vahitahi,-18.783333333333,-138.83333333333,NA,
Q3886807,Mota Lava Airport,Q686,Vanuatu,Q686,Vanuatu,-13.665833333333,167.71111111111,MTV,NVSA,Q1788728,Mota Lava,-13.665,167.68,NA,
Q7915229,Vanua Lava Airport,Q686,Vanuatu,Q1423143,Sola,-13.851666666667,167.53694444444,SLH,NVSC,Q1509208,Vanua Lava,-13.8,167.46666666667,NA,
Q6588598,Torres Airport,Q686,Vanuatu,Q822514,Torba,-13.3275,166.63833333333,TOH,NVSD,Q1263919,Torres Islands,-13.25,166.61666666667,NA,
Q11824750,Siwo Airport,Q686,Vanuatu,NA,NA,-17.089166666667,168.34166666667,EAE,NVSE,NA,NA,NA,NA,NA,
Q1655171,Craig Cove Airport,Q686,Vanuatu,NA,NA,-16.265,167.92444444444,CCV,NVSF,NA,NA,NA,NA,NA,
Q6673589,Longana Airport,Q686,Vanuatu,Q836649,Penama,-15.305833333333,167.96777777778,LOD,NVSG,Q2636329,Longana,-15.305555555556,167.96722222222,NA,
Q7421546,Sara Airport,Q686,Vanuatu,Q836649,Penama,-15.4715,168.15277777778,SSR,NVSH,NA,NA,NA,NA,NA,
Q7121428,Paama Airport,Q686,Vanuatu,NA,NA,-16.431944444444,168.23555555556,PBJ,NVSI,Q1812964,Paama,-16.466666666667,168.21666666667,NA,
Q6743067,Malekoula Airport,Q686,Vanuatu,Q15411978,Lamap,-16.45,167.81666666667,LPM,NVSL,Q618594,Malakula,-16.5,167.83333333333,NA,
Q6481732,Lamen Bay Airport,Q686,Vanuatu,NA,NA,-16.585,168.1595,LNB,NVSM,NA,NA,NA,NA,NA,
Q11824556,Maewo-Naone Airport,Q686,Vanuatu,Q1355723,Maewo,-14.994444444444,168.07916666667,MWF,NVSN,NA,NA,NA,NA,NA,
Q6674803,Lonorore Airport,Q686,Vanuatu,Q836649,Penama,-15.8647,168.172,LNE,NVSO,NA,NA,NA,NA,NA,
Q7053491,Norsup Airport,Q686,Vanuatu,Q11792967,Norsup,-16.079722222222,167.40055555556,NUS,NVSP,Q669361,Lakatoro,-16.106944444444,167.42083333333,NA,
Q3274812,Gaua Airport,Q686,Vanuatu,Q822514,Torba,-14.218055555556,167.58722222222,ZGU,NVSQ,Q583383,Gaua,-14.265,167.52,NA,
Q7305560,Redcliffe Airport,Q686,Vanuatu,Q836649,Penama,-15.472,167.835,RCL,NVSR,Q456599,Aoba Island,-15.4,167.83333333333,NA,
Q2580525,Santo-Pekoa International Airport,Q686,Vanuatu,Q740640,Sanma,-15.50503333,167.21974167,SON,NVSS,Q876557,Luganville,-15.533333333333,167.16666666667,NA,
Q7821131,Tongoa Airport,Q686,Vanuatu,Q650617,Shefa,-16.891111111111,168.55111111111,TGH,NVST,NA,NA,NA,NA,NA,
Q7878832,Ulei Airport,Q686,Vanuatu,Q740656,Malampa,-16.333,168.283,ULB,NVSU,NA,NA,NA,NA,NA,
Q7911513,Valesdir Airport,Q686,Vanuatu,NA,NA,-16.7961,168.177,VLS,NVSV,NA,NA,NA,NA,NA,
Q7961255,Walaha Airport,Q686,Vanuatu,NA,NA,-15.412,167.69098888889,WLH,NVSW,NA,NA,NA,NA,NA,
Q7568834,South West Bay Airport,Q686,Vanuatu,NA,NA,-16.495,167.438,SWJ,NVSX,NA,NA,NA,NA,NA,
Q7088540,Olpoi Airport,Q686,Vanuatu,Q337524,Espiritu Santo,-14.881666666667,166.55777777778,OLJ,NVSZ,NA,NA,NA,NA,NA,
Q4752245,Anatom Airport,Q686,Vanuatu,NA,NA,-20.249166666667,169.77138888889,AUY,NVVA,Q528884,Aneityum,-20.2,169.81666666667,NA,
Q4765685,Aniwa Airport,Q686,Vanuatu,NA,NA,-19.234444444444,169.60055555556,AWD,NVVB,Q550975,Aniwa Island,-19.25,169.6,NA,
Q1655882,Dillon's Bay Airport,Q686,Vanuatu,Q576417,Tafea,-18.769444444444,169.00138888889,DLY,NVVD,Q859646,Erromango,-18.8,169.06666666667,NA,
Q3275547,Futuna Airport,Q686,Vanuatu,Q543031,Futuna Island,-19.516388888889,170.23194444444,FTA,NVVF,Q543031,Futuna Island,-19.533333333333,170.21666666667,NA,
Q3016621,Ipota Airport,Q686,Vanuatu,Q656457,Ipota,-18.856388888889,169.28333333333,IPA,NVVI,Q859646,Erromango,-18.8,169.06666666667,NA,
Q15270701,Quoin Hill Airfield,Q686,Vanuatu,NA,NA,-17.54,168.442,UIQ,NVVQ,NA,NA,NA,NA,NA,
Q811239,Bauerfield International Airport,Q686,Vanuatu,Q37806,Port Vila,-17.699167,168.319722,VLI,NVVV,Q37806,Port Vila,-17.73333,168.316667,NA,
Q7995942,Whitegrass Airport,Q686,Vanuatu,Q3228993,Leersia virginica,-19.455,169.22388888889,TAH,NVVW,Q378281,Tanna,-19.5,169.33333333333,NA,
Q7801311,Tiga Airport,Q142,France,Q33788,New Caledonia,-21.095833333333,167.80388888889,TGJ,NWWA,Q2094900,Tiga Island,-21.106944444444,167.81472222222,NA,
Q8078626,Île Art – Waala Airport,Q142,France,Q33788,New Caledonia,-19.720555,163.661112,BMY,NWWC,Q9704,Îles Belep,-19.716666666667,163.63333333333,NA,
Q6430471,Koné Airport,Q142,France,NA,NA,-21.053333333333,164.83777777778,KNQ,NWWD,Q9721,Koné,-21.066666666667,164.86666666667,NA,
Q11824849,Île des Pins Airport,Q142,France,Q33788,New Caledonia,-22.586893,167.451169,ILP,NWWE,Q292500,Isle of Pines,-22.616666666667,167.46666666667,NA,
Q11824628,Nesson Airport,Q142,France,NA,NA,-21.256388,165.6175,"NA",NWWH,NA,NA,NA,NA,NA,
Q6434590,Koumac Airport,Q142,France,Q33788,New Caledonia,-20.5425,164.25944444,KOC,NWWK,Q9725,Koumac,-20.566666666667,164.28333333333,NA,
Q144278,Lifou Airport,Q142,France,Q33788,New Caledonia,-20.7748,167.23986389,LIF,NWWL,Q9728,Lifou,-20.9,167.26666666667,NA,
Q656777,Nouméa Magenta Airport,Q142,France,Q9733,Noumea,-22.258333333333,166.47277777778,GEA,NWWM,Q9733,Noumea,-22.266666666667,166.45,NA,
Q11824847,NA,Q142,France,Q33788,New Caledonia,-22.46,166.783,"NA",NWWO,NA,NA,NA,NA,NA,
Q11824682,Poum Airport,Q142,France,Q33788,New Caledonia,-20.2892,164.099,PUV,NWWP,Q9745,Poum,-20.233333333333,164.01666666667,NA,
Q11824613,Mueo Airport,Q142,France,NA,NA,-21.3164,164.99899,PDC,NWWQ,NA,NA,NA,NA,NA,
Q6781896,Maré Airport,Q142,France,Q33788,New Caledonia,-21.48138889,168.0375,MEE,NWWR,Q9729,Maré,-21.55,167.88333333333,NA,
Q6462565,La Foa – Oua Tom Airport,Q142,France,Q33788,New Caledonia,-21.8197,165.861,NA,NWWT,Q9727,La Foa,-21.716666666667,165.81666666667,NA,
Q7828842,Touho Airport,Q142,France,Q33788,New Caledonia,-20.79,165.259445,TOU,NWWU,Q9756,Touho,-20.783333333333,165.23333333333,NA,
Q7113158,Ouvéa Airport,Q142,France,Q33788,New Caledonia,-20.64166667,166.57333333,UVE,NWWV,Q9736,Ouvéa,-20.45,166.6,NA,
Q3274882,Canala Airport,Q142,France,Q9710,Canala,-21.52027778,165.97194444,NA,NWWX,Q9710,Canala,-21.533333333333,165.95,NA,
Q1333903,Palmer Station,"NA",NA,Q21590062,Antarctic Treaty area,-64.774166666667,-64.053055555556,NA,NZ0B,NA,NA,NA,NA,NA,
Q45938,Auckland Airport,Q664,New Zealand,Q37100,Auckland,-37.008055555556,174.79166666667,AKL,NZAA,Q37100,Auckland,-36.85,174.78333333333,NA,
Q12693876,Matarangi Airport,Q664,New Zealand,NA,NA,-36.731667,175.650278,NA,NZAG,NA,NA,NA,NA,NA,
Q8762408,Taupo Airport,Q664,New Zealand,Q2397257,Taupō,-38.739722222222,176.08444444444,TUO,NZAP,NA,NA,NA,NA,NA,
Q2791673,"Ardmore Airport, New Zealand",Q664,New Zealand,Q37100,Auckland,-37.02972222,174.97333333,AMZ,NZAR,NA,NA,NA,NA,NA,
Q2902151,Ashburton Aerodrome,Q664,New Zealand,Q724923,Ashburton,-43.903333333333,171.79666666667,ASG,NZAS,NA,NA,NA,NA,NA,
Q2901260,Balclutha Aerodrome,Q664,New Zealand,Q1103566,Clutha District,-46.243333333333,169.75,NA,NZBA,NA,NA,NA,NA,NA,
Q1061330,Christchurch International Airport,Q664,New Zealand,Q32159699,Christchurch City,-43.489444444444,172.53222222222,CHC,NZCH,Q79990,Christchurch,-43.5308888888889,172.6365,NA,
Q1708719,Chatham Islands / Tuuta Airport,Q664,New Zealand,Q86771569,Chatham Islands Territory,-43.81,-176.45722222222,CHT,NZCI,Q86771569,Chatham Islands Territory,-43.805,-176.506,NA,
Q2748837,Williams Field,"NA",NA,Q21590062,Antarctic Treaty area,-77.8672222222222,167.056666666667,NA,NZCM,Q498627,McMurdo Station,-77.848209,166.668422,NA,
Q1656864,Cromwell Racecourse Aerodrome,Q664,New Zealand,NA,NA,-45.048611111111,169.17055555555999,NA,NZCS,NA,NA,NA,NA,NA,
Q1654724,Coromandel Aerodrome,Q664,New Zealand,Q2305865,Thames-Coromandel District,-36.791666666667,175.50861111111,CMV,NZCX,NA,NA,NA,NA,NA,
Q1709030,Dargaville Aerodrome,Q664,New Zealand,Q163982,Kaipara District,-35.939722222222,173.89361111111,DGR,NZDA,NA,NA,NA,NA,NA,
Q1364375,Dunedin International Airport,Q664,New Zealand,Q96249787,Dunedin City,-45.928055555556,170.19833333333,DUD,NZDN,Q133073,Dunedin,-45.8741666666667,170.503611111111,NA,
Q1707924,Dannevirke Aerodrome,Q664,New Zealand,NA,NA,-40.228333333333,176.07861111111,NA,NZDV,NA,NA,NA,NA,NA,
Q5468859,Forest Field Aerodrome,Q664,New Zealand,Q1542322,Waimakariri District,-43.385833333333,172.36055555556,NA,NZFF,NA,NA,NA,NA,NA,
Q8565198,Fox Glacier Heliport,Q664,New Zealand,Q541468,West Coast Region,-43.4621,170.02,FGL,NZFH,NA,NA,NA,NA,NA,
Q5441554,Feilding Aerodrome,Q664,New Zealand,Q856010,Wellington Region,-40.255833333333,175.60527777778,NA,NZFI,NA,NA,NA,NA,NA,
Q28430921,Phoenix Airfield,"NA",NA,Q21590062,Antarctic Treaty area,-77.95,166.766666666667,NA,NZFX,Q498627,McMurdo Station,-77.848209,166.668422,NA,
Q3274263,Galatea Aerodrome,Q664,New Zealand,NA,NA,-38.408611111111,176.74194444444,NA,NZGA,NA,NA,NA,NA,NA,
Q3914024,Great Barrier Aerodrome,Q664,New Zealand,Q726917,Auckland Region,-36.241,175.468,GBZ,NZGB,NA,NA,NA,NA,NA,
Q5586090,Gore Aerodrome,Q664,New Zealand,Q597409,Gore,-46.156666666667,168.89833333333,NA,NZGC,NA,NA,NA,NA,NA,
Q874383,Greymouth Airport,Q664,New Zealand,Q541468,West Coast Region,-42.461666666667,171.19,GMN,NZGM,Q4924648,Blaketown,-42.44888889,171.19583333,NA,
Q3275613,Gisborne Airport,Q664,New Zealand,Q140246,Gisborne District,-38.663333333333,177.97833333333,GIS,NZGS,Q233467,Gisborne,-38.6625,178.01777777778,NA,
Q3274983,Glentanner Aerodrome,Q664,New Zealand,Q1760822,Mackenzie District,-43.906666666667,170.12833333333,MON,NZGT,NA,NA,NA,NA,NA,
Q20461812,Glenorchy Airport,Q664,New Zealand,NA,NA,-44.871667,168.3975,NA,NZGY,NA,NA,NA,NA,NA,
Q12693015,Hobsonville Aero Airport,Q664,New Zealand,NA,NA,-36.791667,174.663612,NA,NZHB,NA,NA,NA,NA,NA,
Q3274848,Hokitika Airport,Q664,New Zealand,Q2119644,Westland District,-42.713611111111,170.98527777778,HKK,NZHK,Q1549557,Hokitika,-42.716666666667,170.96666666667,NA,
Q1368739,Hamilton International Airport,Q664,New Zealand,Q200028,Hamilton,-37.866666666667,175.33194444444,HLZ,NZHN,Q200028,Hamilton,-37.783333333333,175.28333333333,NA,
Q3886630,Hastings Aerodrome,Q664,New Zealand,Q1015690,Hastings,-39.6467,176.7669,NA,NZHS,NA,NA,NA,NA,NA,
Q507683,Haast Aerodrome,Q664,New Zealand,NA,NA,-43.866666666667,169.04027777778,NA,NZHT,NA,NA,NA,NA,NA,
Q3084930,Ice Runway,"NA",NA,Q21590062,Antarctic Treaty area,-77.8538888888889,166.468888888889,NA,NZIR,Q498627,McMurdo Station,-77.848209,166.668422,NA,
Q7959949,Waiheke Island Aerodrome,Q664,New Zealand,Q726917,Auckland Region,-36.8089,175.086,WIK,NZKE,NA,NA,NA,NA,NA,
Q12693228,Kaipara Flats Airport,Q664,New Zealand,NA,NA,-36.406388,174.587222,NA,NZKF,NA,NA,NA,NA,NA,
Q6347836,Kaikoura Aerodrome,Q664,New Zealand,Q657004,Canterbury Region,-42.425,173.60222222222,KBZ,NZKI,NA,NA,NA,NA,NA,
Q6393897,Kerikeri Airport,Q664,New Zealand,Q1365839,Far North District,-35.262777777778,173.91194444444,KKE,NZKK,NA,NA,NA,NA,NA,
Q12693276,Karamea Airport,Q664,New Zealand,Q1728935,Karamea,-41.236667,172.105,"NA",NZKM,NA,NA,NA,NA,NA,
Q6347817,Kaikohe Aerodrome,Q664,New Zealand,Q999327,Kaikohe,-35.45283889,173.81671389,KKO,NZKO,NA,NA,NA,NA,NA,
Q6348587,Kaitaia Airport,Q664,New Zealand,Q726917,Auckland Region,-35.07,173.28527777778,KAT,NZKT,NA,NA,NA,NA,NA,
Q20448780,Lake Station/Nelson Lakes Airport,Q664,New Zealand,Q1995856,Nelson Region,-41.759167,172.745833,NA,NZLE,NA,NA,NA,NA,NA,
Q4720574,Alexandra Aerodrome,Q664,New Zealand,Q1053677,Central Otago District,-45.211666666667,169.37333333333,ALR,NZLX,NA,NA,NA,NA,NA,
Q12693870,Matamata Airport,Q664,New Zealand,Q691739,Matamata,-37.734425,175.74005,MTA,NZMA,Q691739,Matamata,-37.809722222222,175.77333333333,NA,
Q3885374,Mount Cook Aerodrome,Q664,New Zealand,Q1950416,Aoraki / Mount Cook,-43.76683333,170.13581944,GTN,NZMC,NA,NA,NA,NA,NA,
Q12693929,Mercer Airport,Q664,New Zealand,Q37100,Auckland,-37.2575,175.115,NA,NZME,NA,NA,NA,NA,NA,
Q3565798,Milford Sound Airport,Q664,New Zealand,Q187197,Milford Sound / Piopiotahi,-44.67333333,167.92333333,MFN,NZMF,Q187197,Milford Sound / Piopiotahi,-44.675,167.92944444444,NA,
Q6918734,Motueka Aerodrome,Q664,New Zealand,Q489458,Motueka,-41.12325833,172.99389722,MZP,NZMK,Q489458,Motueka,-41.123333333333,173.01472222222,NA,
Q6746931,Manapouri Aerodrome,Q664,New Zealand,Q864971,Southland Region,-45.5331,167.65,TEU,NZMO,NA,NA,NA,NA,NA,
Q20454378,Murchison Aerodrome,Q664,New Zealand,NA,NA,-41.796667,172.315,NA,NZMR,NA,NA,NA,NA,NA,
Q3207533,Hood Aerodrome,Q664,New Zealand,Q856010,Wellington Region,-40.975,175.63333333333,MRO,NZMS,Q1223916,Masterton,-40.966666666667,175.65,NA,
Q7056665,North Shore Aerodrome,Q664,New Zealand,Q37100,Auckland,-36.656666666667,174.65527777778,NA,NZNE,NA,NA,NA,NA,NA,
Q7010999,New Plymouth Airport,Q664,New Zealand,Q4846747,New Plymouth District,-39.008611111111,174.17916666667,NPL,NZNP,Q212984,New Plymouth,-39.057777777778,174.07416666667,NA,
Q3888583,Hawke's Bay Airport,Q664,New Zealand,Q7989657,Westshore,-39.465833,176.87,NPE,NZNR,Q1015690,Hastings,-39.65,176.83333333333,NA,
Q1432151,"Nelson Airport, New Zealand",Q664,New Zealand,Q206687,Nelson,-41.2983,173.221,NSN,NZNS,Q206687,Nelson,-41.293056,173.238056,NA,
Q752694,Invercargill Airport,Q664,New Zealand,Q31805,Invercargill,-46.412222222222,168.31277777778,IVC,NZNV,Q31805,Invercargill,-46.429,168.362,NA,
Q20459641,Omarama Airport,Q664,New Zealand,Q657004,Canterbury Region,-44.486667,169.986112,NA,NZOA,NA,NA,NA,NA,NA,
Q7277291,RNZAF Base Ohakea,Q664,New Zealand,Q834869,Bulls,-40.206111111111,175.38777777778,OHA,NZOH,Q212289,Palmerston North,-40.354911,175.609511,NA,
